Text,Summary
"এ যুগে পাঠক হচ্ছে জনসাধারণ, সুতরাং তাদের মনোরঞ্জন করতে হলে অতি সস্তা খেলনা গড়তে হবে, নইলে তা বাজারে কাটবে না। এবং সস্তা করার অর্থ খেলা করা। বৈশ্য লেখকের পক্ষেই শূদ্র পাঠকের মনোরঞ্জন করা সঙ্গত। অতএব সাহিত্যে আর যাই কর না কেন, পাঠক সমাজের মনোরঞ্জন করবার চেষ্টা করো না।
","পাঠকের মনোরঞ্জন করতে গেলে সাহিত্য তার ধর্মচ্যুত হয়। সাহিত্যের উদ্দেশ্য আনন্দ দেয়া, মনোরঞ্জন নয়। মনোরঞ্জন করতে গেলে সাহিত্য খেলনার মত সামান্য হয়ে যায়। 
"
"এই সৌরজগৎ কিরূপে বিধি-নির্দিষ্ট নিয়মাধীন থাকিয়া সুশৃঙ্খলভাবে চলিতেছে, তাহা চিন্তা করিলে উচ্ছৃঙ্খল জীবন নিয়মিত হয়। চারদিকে এই প্রকা- বিশ্ব কী সুন্দর সুশৃঙ্খলভাবে চলিতেছে। সূর্য প্রত্যেক দিন নির্দিষ্ট সময়ে উদিত হইতেছে, নির্দিষ্ট সময়ে অস্ত যাইতেছে, চন্দ্রের ষোলকলা নির্দিষ্ট নিয়মানুসারে বৃদ্ধি পাইতেছে এবং ক্ষয় পাইতেছে। অন্যান্য গ্রহনক্ষত্রাদি যাহার যেদিন যেভাবে যতটুকু চলার কথা ততটুকুই চলিতেছে। গ্রীষ্ম, বর্ষা, শরৎ, হেমন্ত, শীত, বসন্ত- ছয় ঋতু নির্দিষ্ট চক্রে ঘুরিতেছে, অগ্নি নির্দিষ্ট নিয়মে তাপ দিতেছে, বায়ু নির্দিষ্ট নিয়মে বহিতেছে, মেঘ নির্দিষ্ট নিয়মে সঞ্চারিত হইতেছে- ইহা চিন্তা করিলে নির্দেষ্ট নিয়ম ত্যাগ করিয়া কর্ণধারহীন তরণীর ন্যায় কে আপনার জীবনকে উচ্ছৃঙ্খল করিবে।
","নিয়মানুবর্তিতা প্রকৃতির এক অপার সৌন্দর্য্য। সৌরজগতের বিশালাকার গ্রহ থেকে ক্ষুদ্রতিক্ষুদ্র নক্ষত্র সবাই সুশৃংখল নিয়মাধীন। যা মানবজীবনকে উচ্ছৃঙ্খল জীবনযাপন বর্জন করার এক সুস্পষ্ট আহ্বান। 
"
"মৃত্যুর হাত হইতে বাঁচিবার উপায় জগতের একটি প্রাণীরও নাই। সুতরাং এই অবধারিত সত্যকে সানন্দে স্বীকার করিয়া নিয়াও মৃত্যুকে জয় করিবার জন্যে একটি বিশেষ কৌশল আয়ত্ত করিতে হইবে। তাহা হইতেছে অতীতের পূর্বপুরুষদের সাধনাকে নিজের জীবনে এমনভাবে রূপবন্ত করা যেন ইহার ফলে তোমার বা আমার মৃত্যুর পরেও সেই সাধনার শুভফল তোমার পুত্রাদিক্রমে বা আমার শিষ্যদিক্রমে জগতের মধ্যে ক্রমবিস্তারিত হইতে পারে। মৃত্যু তোমার দেহকেই মাত্র ধ্বংস করিতে পারিল, তোমার আরদ্ধ সাধনার ক্রমবিকাশকে অবরুদ্ধ করিতে পারিল না, এইখানেই মহাবিক্রান্ত মৃত্যুর আসল পরাজয়।
","মৃত্যুকে এড়ানো সম্ভব না হলেও মানুষ মৃত্যুকে জয় করে পৃথিবীতে অমরত্ব লাভ করতে পারে। পূর্ব-পুরুষদের মহৎ কীর্তির অনুসরণে নিজ কীর্তিকে পৃথিবীতে রেখে যেতে পারলে অমরত্ব লাভ করা সম্ভব। কারণ মৃত্যু কেবল দেহকে ধ্বংস করে, মহৎ কীর্তিকে নয়। 
"
"এই সেই রমযান মাস যাতে মানববৃন্দের পথপ্রদর্শক এবং সৎপথ ও মীমাংসার উচ্চ নিদর্শন কোরআন শরীফ অবতীর্ণ হইয়াছে। এই সেই রমযান যাহার মধ্যে প্রভুর প্রথম দান মানুষকে সার্থক ও সুন্দর করিয়াছে। দারুণ গ্রীষ্মের দাবদাহের শেষে স্নিগ্ধ বারিধারার মতো ইহারই মধ্যে প্রথম অবতীর্ণ হইয়াছে কোরআনের মহাবাণী গভীর অন্ধকারে শান্তি ও মুক্তির প্রথম জ্যোর্তিবিভাগ। প্রভু জানাইয়াছেন, হে মানুষ। আমি আছি। আমি অনন্ত, অজয়, চিন্ময়, অরুপ। আমি তোমার সৃষ্টিকর্তা, আমি তোমার পালনকর্তা। আমাকে জানো। ‘একরা বেসমে রাব্বিক’-‘তোমারই প্রতিপালকের নামে পড়ো।’ তাহাই মুসলমানের মনোবীণায় রমযান এমন মহান বিরাট সুরের ঝংকার তুলিয়াছে।
","পবিত্র রমজান মাসে আল্লাহতায়ালা কোরআন শরীফ নাযিল করেছেন যা মানবজাতির শ্রেষ্ঠ পথ নির্দেশনা। এই পবিত্র কোরআনের বাণীর দ্বারাই মানুষ আল্লাহর পরিচয় ও অপরিসীম ক্ষমতা সম্পর্কে জ্ঞানলাভ করেছে। তাই মুলসমানদের নিকট রমজান মাস অতীব মূল্যবান। 
"
"এই শ্মশানে আসিলে সকলেই সমান হয়। পন্ডিত, মূর্খ, ধনী, দরিদ্র, সুন্দর, কুৎসিত, মহৎ, ক্ষুদ্র, ব্রাহ্মণ, শুদ্র, ইংরেজ, বাঙালি এইখানে সকলেই সমান। নৈসর্গিক, অনৈসর্গিক সকল বৈষম্য এখানে তিরোহিত হয়। শাক্য-সিংহ বলো, শঙ্করাচার্য বলো, ঈশা বলো, মুসা বলো, রামমোহন বলো কিন্তু এমন সাম্যসংস্থাপক এ জগতে আর নাই। এ বাজারে সব একদর- অতিমহৎ এবং অতিক্ষুদ্র। মহাকবি কালিদাস এবং বটতলার নাটক লেখক একই মূল্য বহন করে।
","শ্মশানে জাতি, ধর্ম, বর্ণ, শ্রেণি, শিক্ষা, বাহ্যিক সৌন্দর্য, আকার, আর্থিক প্রাচুর্য, দীনতা প্রভৃতি প্রকারভেদে সকল ধরনের মানুষ সমান। কেননা রাজা-প্রজা, কবি, জ্ঞানী, নিরক্ষর সকলেই এখানে সমান পরিচয় বহন করে এবং সকলেই মৃত। 
"
"একজন সৈন্যাধ্যক্ষ তাঁর অনুচরদের ডেকে বলেছিলেন, নিজেদের চেয়ে শত্রুপক্ষের সৈন্যকে ভালো করে চিনে রেখো, যুদ্ধজয়ের অর্ধেক সেখানেই। যে চিকিৎসক ব্যাধির সঙ্গে সংগ্রামে চলেছেন, তাঁকে এই কথাটা ভালো করে মনে রাখতে হবে। মানুষের সকল শত্রুর বড় শত্রু হলো ওইসব জীবাণু। তারা আড়ালে থাকে, অনেক তোড়জোড় করে তাহাদের খুঁজে বের করতে হয়, তাদের রাজনীতির পরিচয় পেতে হয়, তাদের ধ্বংসের উপায় ঠিক করতে হয়।
","জগতে কতিপয় স্বার্থানেন্বেষী লোক রয়েছে যারা মানবতা ও সভ্যতার শত্রু। মানবতাবিরোধী এসব শত্রুদের মেধা, প্রজ্ঞা ও দূরদর্শীতা দ্বারা চিহ্নিত করে তাদের কৌশল, নীতি, শক্তি, সামর্থ্য, উদ্দেশ্যসহ যাবতীয় কর্মকা- সম্পর্কে জেনে সঠিক দমনব্যবস্থা গ্রহণ করাই মানব কল্যাণীদের কর্তব্য। "
"একটা বরফের পিন্ড ও ঝরনার মধ্যে তফাৎ কোনখানে? না, বরফের পিন্ডের মধ্যে নিজস্ব গতি নেই। তাকে বেঁধে টেনে নিয়ে গেলে তবে সে চলে। কিন্তু ঝরণার যে গতি সে তার নিজের গতি, সেজন্য এই গতিতেই তার ব্যাপ্তি, তার মুক্তি, তার সৌন্দর্য। এই জন্য গতিপথে সে যত আঘাত পায়, ততই তাকে বৈচিত্র্য দান করে। বাধায় তার ক্ষতি নেই, চলায় তার শান্তি নেই। মানুষের মনেও যখন রসের আবির্ভাব না থাকে, তখনই সে জড়পি-। তখন ক্ষুধা-তৃষ্ণা-ভয়-ভাবনাই তাকে ঠেলে কাজ করায়। তখন প্রতি কাজে পদে পদেই তার ক্লান্তি। সেই নীরস অবস্থাতেই মানুষ অন্তরের নিশ্চলতা থেকে বাহিরেও কেবলই নিশ্চলতা বিস্তার করতে থাকে। তখনই তার যত খুঁটিনাটি, যত আচার-বিচার, যত শাস্ত্র-শাসন। তখন মানুষের মন গতিহীন বলেই বাইরেও আষ্টেপৃষ্ঠে সে বন্ধ।
","মানুষ তার মনকে বরফের পিন্ডের মতো গতিহীন না করে যদি ঝরনার যদি অঝোর ধারার মতো গতিশীল করে তবে জীবনের প্রকৃত বৈশিষ্ট্য ফুটে উঠে। আর মন যদি গতিহীন হয় তাহলে নানা সীমাবদ্ধতা ও কুসংস্কার মানুষের পরিপূর্ণ বিকাশে বাধা দান করে। 
"
"তবে কি সাহিত্যের উদ্দেশ্যে লোককে শিক্ষা দেওয়া? অবশ্য নয়। কেননা কবির মতিগতি শিক্ষকের মতিগতির সম্পূর্ণ বিপরীত। স্কুল না বন্ধ হলে যে খেলার সময় আসে না, এ তো সকলেরই জানা কথা। কিন্তু সাহিত্য-রচনা যে আত্মার লীলা, একথা শিক্ষকেরা স্বীকার করতে প্রস্তুত নন। সুতরাং শিক্ষা ও সাহিত্যের ধর্মকর্ম যে এক নয়, এ সত্যটি একটু স্পষ্ট করে দেখিয়ে দেওয়া আবশ্যক। প্রথমত, শিক্ষা হচ্ছে সেই বস্তু যা লোকে নিতান্ত অনিচ্ছা সত্ত্বেও গলাধঃকরণ করতে বাধ্য হয়, অপরপক্ষে কাব্যরস লোকে শুধু স্বেচ্ছায়-সানন্দে পান করে; কেননা শাস্ত্রমতে সে রস অমৃত।
","সাহিত্য শিক্ষার সাথে সম্পর্কিত নয়। সাহিত্যের মধ্য দিয়ে মানবমন খেলা করে এবং মানবাত্মা এর মাধ্যমে আনন্দ লাভ করে। অন্যদিকে শিক্ষার সাথে জীবন-জীবিকার প্রয়োজনের সম্পর্কটি অত্যন্ত নিবিড়। তাই শিক্ষা মানুষ বাধ্য হয়ে গ্রহণ করলেও সাহিত্য সে স্বেচ্ছায় পাঠ করে।
"
"এমন কথা কেউ বলতে পারে না, সূর্যটা আমার। আকাশটা আমার। একজন মানুষ এ কথা বলতে পারে না। এমনকী কোনো একক জনগোষ্ঠীও এ দাবি তুলতে পারে না। কিন্তু তবু আকাশের কিছু অংশ যদি আমার নিজের মনের মতো না হয়, তবে সমস্ত আকাশটাই আমার কাছে মিছে। সূর্যের কিছু রোদে আমার যদি স্বতন্ত্র অধিকার না থাকে, তবে সূর্যটাও আমার কাছে মিছে ছাড়া আর কিছু নয়। তেমনি আমার ঘর আছে বলেই অপরের ঘরের দাম আমি বুঝি। আমার অস্তিত্বের মর্যাদা আমার কাছে স্বাভাবিক হয়ে ওঠে।
","গোটা পৃথিবী একটা হলেও মানুষ এর কিছু অংশ একান্ত আপন করে নেয় যা তার দেশপ্রেমকে জাগ্রত করে। মানুষ তার নিজ অস্তিত্ব ও দেশপ্রেমের উপলব্ধি দ্বারাই অপরের দেশাত্ববোধের প্রতি শ্রদ্ধাশীল হতে পারে
এটা স্মরণ রাখা কর্তব্য যে, পৃথিবীতে যেখানে তুমি থামবে।"
"এটা স্মরণ রাখা কর্তব্য যে, পৃথিবীতে যেখানে তুমি থামবে, সেখান হতেই তোমার ধ্বংস আরম্ভ হবে। কারণ তুমিই কেবল একলা থামবে, আর কেউ থামবে না। জগৎ-প্রবাহের সঙ্গে সমগতিতে যদি না চলতে পারে তো প্রবাহের সমস্ত সচল বেগ তোমার ওপর এসে আঘাত করবে, একেবারে বিদীর্ণ বিপর্যস্ত হবে কিংবা অল্পে অল্পে ক্ষয়প্রাপ্ত হয়ে কালস্রোতের তলদেশে অন্তর্হিত হয়ে যাবে। হয় অবিরাম চলো এবং জীবনচর্চা করো, নয় বিম্রাম করো এবং বিলুপ্ত হও পৃথিবীর এই রকম নিয়ম।
","গতিশীল ও কর্মময় জীবনে সর্বদা মানুষকে সমানতালে সামনে এগিয়ে যেতে হয়। অন্যথায়, গতির আঘাতে জীবন স্থবির, ক্ষয়প্রাপ্ত, বিলুপ্ত ও বিপর্যপ্ত হয়ে সাগরের অতল গহ্বরে হারিয়ে যায়। তাই কর্মময় জীবন চর্চায় গতিশীলতা পৃথিবীর স্বাভাবিক নিয়ম।
"
"কথায় কথায় মিথ্যাচার, বাক্যের মূল্যকে অশ্রদ্ধা করা এসব সত্যনিষ্ঠ স্বাধীন জাতির লক্ষণ নয়। স্বাধীন হবার জন্য যেমন সাধনার প্রয়োজন, তেমনি স্বাধীনতা রক্ষার জন্য প্রয়োজন সত্যনিষ্ঠা ও ন্যায়পরায়ণতা। সত্যের প্রতি শ্রদ্ধাবোধহীন জাতি যতই চেষ্টা করুক তাদের আবেদন নিবেদন আল্লাহর কাছে পৌঁছাবে না, তাদের স্বাধীনতার দ্বার থেকে ধাক্কা দিয়ে সরিয়ে দেয়া হবে। যে জাতির অধিকাংশ ব্যক্তি মিথ্যাচারী, সেখানে দু’একজন সত্যনিষ্ঠ ব্যক্তির বহু বিড়ম্বনা সহ্য করতে হবে। কিন্তু মানবকল্যাণের জন্য, সত্যের জন্য যে বিড়ম্বনা ও নিগ্রহ তা সহ্য করতেই হবে।","স্বাধীন হবার জন্য যেমন সাধনা প্রয়োজন তেমনি একে রক্ষা করার জন্য প্রয়োজন ন্যায়পরায়ণতা ও সত্যনিষ্ঠা। মিথ্যাবাদিতা ধ্বংস ডেকে আনে এবং জীবনকে পরাধীনতার দিকে ঠেলে দেয়। যে জাতির অল্পসংখ্যক লোক সত্যবাদী, তারা অনেক সময় বিড়ম্বনা ও নিগ্রহের স্বীকার হলেও দেশ ও জাতির স্বার্থে তারা তা সহ্য করে থাকেন। 
"
"কবিতার শব্দ কবির অভিজ্ঞতা ও অনুভূতির প্রতীক। বাক্যের মধ্যে প্রবন্ধের মধ্যে প্রত্যেক শব্দ আপন আপন বিশিষ্টতায় উজ্জ্বল। যাঁরা কবিতা লিখবেন, তাঁদের মনে রাখতে হবে যে, অনুভূতিদীপ্ত শব্দসম্ভার আয়ত্তে না থাকলে প্রত্যেকটি শব্দের ঐতিহ্য সম্পর্কে বোধ স্পষ্ট না হলে, কবিতা নিছক বাকচাতুর্থ হয়ে দাঁড়াবে মাত্র। কবিতাকে জীবনের সমালোচনাই বলি বা অন্তরালের সৌন্দর্যকে জাগ্রত করবার উপাদানই বলি, কবিতা সর্বক্ষেত্রেই শব্দের ভিত্তির ওপর দাঁড়িয়ে আছে। এই শব্দকে আমাদের চিনতে হবে।
","কবিতায় শব্দ প্রয়োগের ক্ষেত্রে কবিকে নিজস্ব গভীর অভিজ্ঞতা, অনুভূতিদীপ্ত শব্দসম্ভার, ভাষার প্রাঞ্জলতা, রূপ-রীতি ও শব্দের প্রচলিত ও বুৎপত্তিগত অর্থের দিকে মনযোগী হতে হবে। কেননা কবিতার ভিত্তি শব্দের সঠিক ব্যবহারের মধ্যেই নিহিত। অন্যথায় কবিতা বাকবৈভবের সম্ভারের পরিবর্তে বাকচাতুর্যে পরিণত হবে।"
